,BUSCADOR DE CARRERAS 2026,,,,,,,,,,,,,,,,,,Porcentaje de matriculados según establecimiento de origen,,,,,,,,,,,Ponderaciones,,,,,,,,
Código único de carrera ,Código institución ,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Arancel Anual 2026,Costo de titulación,Duración Formal (semestres),Nivel carrera ,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Municipal y Servicios Locales,Particular Subvencionado ,Particular Pagado,Administración Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Rango ingreso a 1er año con PAES 2025,Promedio PAES 2025 de Matrícula 1er año 2025,Promedio NEM 2025 de Matrícula 2025,Vacantes 1er semestre ,NEM,Ranking ,PAES Lenguaje,PAES Matemáticas ,PAES Matemáticas 2,PAES Historia ,PAES Ciencias ,Otros ,Área Carrera Genérica
I629S2C0J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,Valparaíso,Vespertina,SEDE LA CALERA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,6,49,55,3,28,31,51.2%,30.2%,2.3%,16.3%,5,12,17, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I629S2C113J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Diurna,SEDE LA CALERA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,48,13,61,21,6,27,32.0%,62.0%,2.0%,4.0%,8,2,10, - , - , 5.9 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S2C113J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Vespertina,SEDE LA CALERA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,48,24,72,20,13,33,43.9%,52.6%,1.8%,1.8%,14,1,15, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S2C116J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Diurna,SEDE LA CALERA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,104,1,105,33,0,33,35.4%,55.6%,1.0%,8.1%,24,0,24, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I629S2C116J2V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Vespertina,SEDE LA CALERA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,68,0,68,33,0,33,50.9%,45.6%,0.0%,3.5%,17,0,17, - , - , 5.4 ,25,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I629S2C136J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Valparaíso,Vespertina,SEDE LA CALERA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,17,12,29,16,11,27,42.3%,50.0%,0.0%,7.7%,0,0,0, - , - , 5.4 ,25,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I629S2C141J1V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Diurna,SEDE LA CALERA,$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,128,10,138,48,3,51,43.8%,50.9%,1.8%,3.6%,0,0,0, - , - , 5.8 ,60,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S2C141J2V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Vespertina,SEDE LA CALERA,$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,78,6,84,32,3,35,43.5%,56.5%,0.0%,0.0%,0,0,0, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S2C151J1V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Diurna,SEDE LA CALERA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,69,7,76,25,3,28,45.0%,50.0%,3.3%,1.7%,19,0,19, - , - , 5.7 ,25,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S2C151J2V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Vespertina,SEDE LA CALERA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,33,3,36,0,0,0,48.1%,48.1%,0.0%,3.7%,15,4,19, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S2C170J1V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Diurna,SEDE LA CALERA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,102,3,105,48,2,50,38.9%,55.8%,1.1%,4.2%,0,0,0, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S2C170J2V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Vespertina,SEDE LA CALERA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,60,3,63,23,1,24,40.4%,48.1%,1.9%,9.6%,0,0,0, - , - , 5.9 ,25,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S3C0J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,9,39,48,8,12,20,55.6%,38.9%,0.0%,5.6%,2,15,17, - , - , 5.7 ,30,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I629S3C113J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,29,10,39,10,5,15,45.2%,41.9%,0.0%,12.9%,2,3,5, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S3C113J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,31,16,47,11,8,19,31.3%,50.0%,6.3%,12.5%,6,1,7, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S3C116J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,120,0,120,45,0,45,39.2%,52.0%,2.0%,6.9%,27,0,27, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I629S3C134J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN GASTRONOMIA INTERNACIONAL,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,48,25,73,23,12,35,41.4%,58.6%,0.0%,0.0%,4,3,7, - , - , 5.7 ,35,0,0,0,0,0,0,0,0,Técnico en Gastronomía y Cocina
I629S3C136J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,13,5,18,12,5,17,30.8%,53.8%,0.0%,15.4%,0,0,0, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I629S3C141J1V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,105,8,113,44,5,49,27.8%,64.9%,2.1%,5.2%,36,3,39, - , - , 5.8 ,50,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S3C141J2V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,54,7,61,25,3,28,45.9%,51.4%,0.0%,2.7%,17,2,19, - , - , 5.7 ,25,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S3C151J2V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,72,9,81,28,4,32,50.0%,45.0%,2.5%,2.5%,16,1,17, - , - , 5.5 ,35,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S3C160J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN COMPUTACION E INFORMATICA CON ESPECIALIDAD EN CIBERSEGURIDAD,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,13,53,66,7,23,30,30.9%,61.8%,5.5%,1.8%,3,8,11, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I629S3C161J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL CON ESPECIALIDAD EN EQUIPOS MOVILES Y CONTROL DE PROCESOS,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.800.000,$ 1.400.000,6,Técnica de Nivel Superior,9,57,66,5,29,34,43.5%,50.0%,0.0%,6.5%,0,3,3, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I629S3C166J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD CON ESPECIALIDAD EN EFICIENCIA ENERGETICA,Valparaíso,Vespertina,SEDE VIÑA DEL MAR,$ 2.800.000,$ 1.400.000,6,Técnica de Nivel Superior,6,74,80,6,27,33,46.2%,41.5%,4.6%,7.7%,0,0,0, - , - , 5.6 ,35,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I629S3C168J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREPARACION FISICA Y GESTION DE EVENTOS DEPORTIVOS Y RECREATIVOS,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,16,22,38,8,17,25,21.2%,63.6%,15.2%,0.0%,0,0,0, - , - , 5.5 ,30,0,0,0,0,0,0,0,0,"Técnico en Deporte, Recreación y Preparación Física"
I629S3C170J1V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,168,4,172,100,2,102,28.0%,68.7%,0.7%,2.7%,0,0,0, - , - , 5.7 ,60,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S3C174J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION HOTELERA Y GESTION TURISTICA,Valparaíso,Diurna,SEDE VIÑA DEL MAR,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,15,10,25,14,9,23,23.5%,76.5%,0.0%,0.0%,0,0,0, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Turismo y Hotelería
I629S4C0J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,10,66,76,6,34,40,47.4%,49.1%,1.8%,1.8%,4,16,20, - , - , 5.7 ,40,0,0,0,0,0,0,0,0,Técnico en Construcción y Obras Civiles
I629S4C100J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN LOGISTICA,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,23,30,53,11,12,23,56.5%,41.3%,0.0%,2.2%,4,7,11, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,Técnico en Logística
I629S4C113J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,49,25,74,18,10,28,44.9%,46.4%,8.7%,0.0%,13,2,15, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S4C113J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,52,21,73,18,8,26,62.1%,34.5%,3.4%,0.0%,9,3,12, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S4C114J1V1,629,Agropecuaria,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN AGRICOLA,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,29,24,53,8,11,19,34.8%,60.9%,0.0%,4.3%,5,5,10, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico Agropecuario
I629S4C114J2V1,629,Agropecuaria,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN AGRICOLA,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,25,23,48,11,13,24,30.0%,65.0%,2.5%,2.5%,10,8,18, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico Agropecuario
I629S4C115J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,14,2,16,0,0,0,s/i,s/i,s/i,s/i,10,3,13, - , - , s/i ,25,0,0,0,0,0,0,0,0,Técnico en Contabilidad General
I629S4C116J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,145,0,145,53,0,53,57.6%,41.0%,0.7%,0.7%,35,0,35, - , - , 5.7 ,55,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
I629S4C134J1V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN GASTRONOMIA INTERNACIONAL,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,90,46,136,33,17,50,47.7%,50.8%,0.8%,0.8%,21,8,29, - , - , 5.8 ,50,0,0,0,0,0,0,0,0,Técnico en Gastronomía y Cocina
I629S4C134J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN GASTRONOMIA INTERNACIONAL,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,31,21,52,12,11,23,43.8%,52.1%,4.2%,0.0%,8,3,11, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Gastronomía y Cocina
I629S4C135J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN MECANICA AUTOMOTRIZ,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,17,67,84,8,26,34,45.8%,44.6%,0.0%,9.6%,0,18,18, - , - , 5.6 ,35,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I629S4C135J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN MECANICA AUTOMOTRIZ,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,8,77,85,5,36,41,45.5%,41.6%,2.6%,10.4%,2,18,20, - , - , 5.3 ,35,0,0,0,0,0,0,0,0,Técnico en Mecánica Automotriz
I629S4C136J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,15,7,22,15,6,21,27.3%,45.5%,4.5%,22.7%,0,0,0, - , - , 5.7 ,25,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I629S4C136J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,12,8,20,11,7,18,73.3%,26.7%,0.0%,0.0%,0,0,0, - , - , 5.7 ,25,0,0,0,0,0,0,0,0,Técnico en Prevención de Riesgos
I629S4C141J1V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,148,30,178,53,11,64,50.0%,45.1%,2.5%,2.5%,71,7,78, - , - , 5.8 ,100,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S4C141J2V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,6,Técnica de Nivel Superior,81,16,97,29,3,32,63.4%,34.1%,2.4%,0.0%,30,3,33, - , - , 5.8 ,35,0,0,0,0,0,0,0,0,Técnico en Enfermería
I629S4C142J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN INSTRUMENTACION, ELECTRONICA Y CONTROL INDUSTRIAL",Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,8,50,58,4,22,26,18.4%,67.3%,0.0%,14.3%,0,11,11, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,"Técnico en Instrumentación, Automatización y Control Industrial"
I629S4C150J1V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ODONTOLOGIA,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,93,4,97,36,1,37,46.2%,46.2%,4.4%,3.3%,17,2,19, - , - , 5.8 ,40,0,0,0,0,0,0,0,0,Técnico Dental y Asistente de Odontología
I629S4C151J1V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,82,17,99,23,2,25,47.5%,47.5%,5.0%,0.0%,32,0,32, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S4C151J2V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,63,9,72,21,2,23,67.3%,30.9%,1.8%,0.0%,28,6,34, - , - , 5.6 ,25,0,0,0,0,0,0,0,0,Técnico en Servicio Social
I629S4C156J2V1,629,Ciencias Sociales,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION PUBLICA,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,0,0,0,0,0,0,s/i,s/i,s/i,s/i,8,2,10, - , - , s/i ,25,0,0,0,0,0,0,0,0,Técnico en Administración Pública o Municipal
I629S4C157J1V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN QUIMICA Y FARMACIA,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,58,10,68,25,4,29,43.3%,55.0%,0.0%,1.7%,17,5,22, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Técnico en Farmacia
I629S4C157J2V1,629,Salud,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN QUIMICA Y FARMACIA,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,5,Técnica de Nivel Superior,29,6,35,14,5,19,44.4%,55.6%,0.0%,0.0%,0,0,0, - , - , 5.5 ,25,0,0,0,0,0,0,0,0,Técnico en Farmacia
I629S4C160J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN COMPUTACION E INFORMATICA CON ESPECIALIDAD EN CIBERSEGURIDAD,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,10,88,98,3,34,37,40.2%,53.3%,4.3%,2.2%,0,9,9, - , - , 5.8 ,40,0,0,0,0,0,0,0,0,Técnico en Computación e Informática
I629S4C161J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL CON ESPECIALIDAD EN EQUIPOS MOVILES Y CONTROL DE PROCESOS,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,6,Técnica de Nivel Superior,3,75,78,3,30,33,15.8%,67.1%,1.3%,15.8%,0,11,11, - , - , 5.5 ,35,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I629S4C161J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL CON ESPECIALIDAD EN EQUIPOS MOVILES Y CONTROL DE PROCESOS,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,6,Técnica de Nivel Superior,7,91,98,2,39,41,30.3%,51.7%,2.2%,15.7%,0,17,17, - , - , 5.4 ,35,0,0,0,0,0,0,0,0,Técnico en Mantenimiento Industrial
I629S4C166J1V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD CON ESPECIALIDAD EN EFICIENCIA ENERGETICA,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,6,Técnica de Nivel Superior,6,44,50,3,20,23,36.0%,50.0%,2.0%,12.0%,0,0,0, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I629S4C166J2V1,629,Tecnología,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD CON ESPECIALIDAD EN EFICIENCIA ENERGETICA,Valparaíso,Vespertina,CAMPUS QUILLOTA,$ 2.800.000,$ 1.400.000,6,Técnica de Nivel Superior,5,96,101,4,38,42,38.4%,48.8%,1.2%,11.6%,0,0,0, - , - , 5.6 ,35,0,0,0,0,0,0,0,0,Técnico en Electricidad y Electricidad Industrial
I629S4C168J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN PREPARACION FISICA Y GESTION DE EVENTOS DEPORTIVOS Y RECREATIVOS,Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,22,61,83,7,28,35,36.0%,57.3%,4.0%,2.7%,0,0,0, - , - , 5.6 ,35,0,0,0,0,0,0,0,0,"Técnico en Deporte, Recreación y Preparación Física"
I629S4C170J1V1,629,Arte y Arquitectura,Centros de Formación Técnica,CFT PUCV,"TECNICO DE NIVEL SUPERIOR EN ESTETICA, COSMETOLOGIA Y TERAPIAS COMPLEMENTARIAS",Valparaíso,Diurna,CAMPUS QUILLOTA,$ 2.900.000,$ 1.450.000,5,Técnica de Nivel Superior,137,1,138,74,1,75,47.3%,46.5%,1.6%,4.7%,0,0,0, - , - , 5.8 ,60,0,0,0,0,0,0,0,0,Técnico en Peluquería y Estética
I629S5C113J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,Vespertina,CAMPUS LIMACHE,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,41,28,69,16,15,31,31.6%,66.7%,1.8%,0.0%,11,5,16, - , - , 5.6 ,30,0,0,0,0,0,0,0,0,Técnico en Administración de Empresas
I629S5C115J2V1,629,Administración y Comercio,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL,Valparaíso,Vespertina,CAMPUS LIMACHE,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,13,3,16,0,0,0,45.5%,54.5%,0.0%,0.0%,12,3,15, - , - , 5.8 ,25,0,0,0,0,0,0,0,0,Técnico en Contabilidad General
I629S5C116J1V1,629,Educación,Centros de Formación Técnica,CFT PUCV,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Valparaíso,Diurna,CAMPUS LIMACHE,$ 2.600.000,$ 1.300.000,5,Técnica de Nivel Superior,95,0,95,32,0,32,41.4%,58.6%,0.0%,0.0%,12,0,12, - , - , 5.7 ,45,0,0,0,0,0,0,0,0,Técnico Asistente del Educador de Párvulos
